hv001,hv002,hv009,hv010,hv011,hv012,hv014,hv024,hv025,hv027,hv206,hv201,hv204,hv205,hv225,hv226,hv213,hv207,hv208,hv243a,hv221,hv210,hv211,hv212,hv243c,hv243d,hv209,hv244,hv245,hv246,hv247
164,128,4,0,0,4,0,8,2,0,0,14,10.0,24,0.0,8,11,0,0,1,0,0.0,0.0,0.0,0,0,0,1,40.0,0,0
165,4,3,0,1,3,1,8,2,1,0,43,15.0,24,1.0,8,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,50.0,0,1
165,9,5,1,0,5,0,8,2,0,1,43,20.0,24,0.0,8,34,1,1,1,0,1.0,0.0,0.0,0,0,0,1,25.0,1,1
165,13,5,2,0,5,0,8,2,0,0,14,30.0,24,0.0,8,11,1,0,1,0,0.0,0.0,0.0,0,0,0,1,10.0,0,0
165,23,9,0,0,9,1,8,2,0,0,43,30.0,24,0.0,8,34,0,0,1,0,0.0,0.0,0.0,0,0,0,1,15.0,1,0
165,32,5,2,1,4,0,8,2,1,0,43,60.0,24,0.0,8,34,0,0,1,0,0.0,0.0,0.0,0,0,0,1,30.0,1,0
165,36,6,2,0,5,1,8,2,0,1,43,60.0,24,0.0,7,34,1,1,1,0,0.0,0.0,0.0,0,0,0,0,,0,1
165,41,5,1,0,5,1,8,2,0,0,43,60.0,24,0.0,8,34,1,0,1,0,0.0,0.0,0.0,0,0,0,0,,0,1
165,46,4,1,2,3,0,8,2,1,1,43,20.0,22,0.0,7,34,0,1,1,0,0.0,0.0,0.0,0,0,0,1,180.0,0,1
165,50,1,0,0,1,0,8,2,0,1,43,20.0,13,1.0,95,34,1,0,1,0,0.0,0.0,0.0,0,0,0,0,,0,1
165,55,3,1,0,3,1,8,2,0,0,43,30.0,24,0.0,8,34,0,0,1,0,0.0,1.0,0.0,0,0,0,1,5.0,0,1
165,59,4,0,1,4,0,8,2,1,1,43,30.0,22,0.0,8,34,1,1,1,0,1.0,0.0,0.0,0,0,0,1,5.0,1,1
165,64,6,2,0,6,0,8,2,0,1,43,20.0,13,0.0,7,34,1,1,1,0,0.0,0.0,0.0,0,0,0,1,30.0,0,1
165,69,2,1,0,1,0,8,2,0,0,14,60.0,24,1.0,7,34,0,0,1,0,0.0,0.0,0.0,0,0,0,1,50.0,1,1
165,73,5,1,0,2,0,8,2,0,1,43,5.0,13,0.0,7,34,1,1,1,0,1.0,0.0,1.0,0,0,1,1,20.0,1,1
165,78,6,2,1,5,0,8,2,1,1,43,30.0,13,1.0,7,34,0,1,1,0,1.0,1.0,0.0,0,0,0,1,90.0,1,1
165,82,3,2,0,3,0,8,2,0,0,43,60.0,24,0.0,8,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,40.0,0,0
165,87,5,0,0,5,0,8,2,0,1,43,15.0,13,0.0,7,34,0,1,1,0,1.0,1.0,0.0,0,0,0,0,,0,1
165,91,6,3,1,6,1,8,2,1,1,43,25.0,24,0.0,8,34,0,0,1,0,1.0,0.0,0.0,0,0,0,1,10.0,1,1
165,96,5,1,0,4,0,8,2,0,1,43,30.0,24,1.0,7,34,1,1,1,0,1.0,0.0,0.0,0,0,0,1,60.0,0,1
165,101,4,2,0,4,0,8,2,0,0,14,15.0,24,0.0,8,34,1,0,1,0,0.0,0.0,0.0,0,0,0,0,,1,1
166,6,4,2,1,4,0,8,2,1,0,42,360.0,24,0.0,8,11,0,0,1,0,1.0,0.0,0.0,0,0,0,1,100.0,1,0
166,11,4,0,0,4,0,8,2,0,0,42,60.0,24,0.0,8,11,0,0,0,0,1.0,0.0,0.0,0,0,0,1,15.0,1,0
166,17,2,1,0,2,0,8,2,0,0,51,10.0,24,0.0,8,11,1,0,0,0,0.0,0.0,0.0,0,0,0,1,998.0,1,0
166,22,4,1,0,4,1,8,2,1,0,51,10.0,24,0.0,8,11,1,0,0,0,1.0,0.0,0.0,0,0,0,1,10.0,1,0
166,28,4,1,0,4,1,8,2,0,0,42,90.0,24,0.0,8,11,0,0,0,0,1.0,0.0,0.0,0,0,0,1,40.0,1,0
166,33,5,0,0,5,0,8,2,0,0,32,120.0,96,1.0,8,11,0,0,0,0,0.0,0.0,0.0,0,0,0,1,998.0,0,0
166,39,6,1,2,6,1,8,2,1,0,51,120.0,24,0.0,8,11,0,0,0,0,1.0,0.0,0.0,0,0,0,1,30.0,1,0
166,44,10,1,0,8,1,8,2,0,0,51,996.0,24,0.0,8,11,0,0,1,0,1.0,0.0,0.0,0,0,0,1,60.0,1,0
166,50,3,1,0,3,1,8,2,0,0,51,10.0,24,0.0,7,11,0,0,1,0,1.0,0.0,0.0,0,0,0,1,20.0,0,0
166,55,1,0,0,1,0,8,2,1,0,42,80.0,96,1.0,8,11,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0
166,61,7,3,0,4,0,8,2,0,0,42,120.0,24,0.0,8,11,1,0,0,0,0.0,0.0,0.0,0,0,0,1,50.0,1,0
166,66,5,1,0,5,2,8,2,0,0,51,10.0,24,0.0,8,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,10.0,1,1
166,72,5,0,0,5,0,8,2,1,0,42,120.0,24,0.0,8,11,0,0,0,0,0.0,0.0,0.0,0,0,0,1,20.0,0,0
166,77,5,1,0,5,1,8,2,0,0,42,60.0,24,0.0,8,11,0,0,0,0,0.0,0.0,0.0,0,0,0,1,20.0,0,0
166,83,5,1,0,5,3,8,2,0,0,51,30.0,24,0.0,8,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,30.0,0,1
166,88,5,1,0,5,1,8,2,0,0,51,996.0,24,0.0,8,11,0,0,1,0,1.0,0.0,0.0,0,0,0,1,60.0,1,0
166,94,3,1,1,3,1,8,2,1,0,32,120.0,24,0.0,8,11,0,0,1,0,1.0,0.0,0.0,0,0,0,1,40.0,1,0
166,99,3,1,0,3,1,8,2,0,0,51,10.0,24,0.0,8,11,1,0,0,0,1.0,0.0,0.0,0,0,0,1,10.0,0,0
166,105,1,0,0,1,0,8,2,0,0,51,30.0,24,1.0,8,11,0,0,0,0,0.0,0.0,0.0,0,0,0,1,10.0,0,0
166,110,7,1,1,7,2,8,2,1,0,42,90.0,24,0.0,8,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,30.0,1,1
166,116,3,1,0,3,1,8,2,0,0,51,10.0,24,0.0,8,11,0,0,0,0,1.0,0.0,0.0,0,0,0,0,,0,0
166,121,3,0,0,3,0,8,2,0,0,42,120.0,24,0.0,8,11,1,0,0,0,0.0,0.0,0.0,0,0,0,1,90.0,1,0
167,2,5,1,2,5,0,8,2,1,0,14,10.0,24,0.0,8,11,0,0,1,0,0.0,0.0,0.0,0,0,0,1,60.0,0,0
167,6,4,2,0,4,1,8,2,0,0,14,10.0,24,0.0,8,34,1,0,1,0,1.0,0.0,0.0,0,0,0,1,15.0,1,0
167,10,1,0,0,1,0,8,2,0,0,14,20.0,96,1.0,8,34,1,0,1,0,1.0,0.0,0.0,0,0,0,0,,0,1
167,14,4,1,1,4,1,8,2,1,0,14,10.0,24,0.0,8,34,1,1,1,0,1.0,0.0,0.0,0,0,0,0,,1,0
167,17,2,1,0,2,0,8,2,0,0,14,30.0,24,0.0,8,11,0,0,1,0,1.0,0.0,0.0,0,0,0,1,10.0,0,0
167,21,3,0,0,2,0,8,2,0,0,14,10.0,24,0.0,8,34,1,0,0,0,1.0,0.0,0.0,0,0,0,1,100.0,1,0
167,29,2,0,0,2,0,8,2,0,0,14,20.0,24,1.0,8,11,1,0,0,0,1.0,0.0,0.0,0,0,0,1,5.0,0,0
167,37,2,1,1,2,0,8,2,1,0,14,10.0,24,0.0,8,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,10.0,1,1
167,41,3,1,0,3,1,8,2,0,0,14,10.0,24,0.0,8,34,1,0,1,0,0.0,1.0,0.0,0,0,0,1,20.0,1,0
167,45,4,1,0,4,1,8,2,0,0,14,15.0,24,1.0,8,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,20.0,1,0
167,49,1,0,0,1,0,8,2,1,0,14,30.0,24,0.0,8,34,1,0,1,0,0.0,0.0,0.0,0,0,0,1,55.0,0,1
167,53,1,0,0,1,0,8,2,0,0,14,10.0,24,0.0,8,11,1,0,1,0,0.0,0.0,0.0,0,0,0,1,50.0,0,0
167,60,9,2,0,6,2,8,2,0,0,14,35.0,24,0.0,8,11,1,0,0,0,1.0,0.0,0.0,0,0,0,1,30.0,1,0
167,64,2,0,0,2,0,8,2,1,0,14,20.0,24,0.0,8,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,10.0,0,0
167,72,3,1,0,3,0,8,2,0,0,14,10.0,24,1.0,7,11,0,0,1,0,1.0,1.0,0.0,0,0,0,1,22.0,0,1
167,76,5,2,0,5,1,8,2,1,0,14,10.0,24,0.0,8,34,0,0,1,0,0.0,0.0,0.0,0,0,0,0,,1,1
167,80,2,1,0,2,0,8,2,0,0,14,15.0,24,0.0,8,11,0,0,1,0,0.0,0.0,0.0,0,0,0,1,10.0,1,1
167,84,2,2,0,2,0,8,2,0,0,14,10.0,24,0.0,7,34,0,0,1,0,0.0,0.0,0.0,0,0,0,1,20.0,0,0
168,2,7,2,2,4,0,8,1,1,1,12,996.0,22,0.0,7,34,1,1,1,0,0.0,0.0,0.0,0,0,0,1,60.0,0,1
168,7,4,0,0,4,1,8,1,0,0,13,996.0,24,0.0,7,11,0,0,1,0,0.0,0.0,0.0,0,0,0,1,55.0,0,1
168,12,4,0,0,4,0,8,1,0,1,13,996.0,22,1.0,7,34,1,1,1,0,0.0,0.0,0.0,0,0,0,1,100.0,0,1
168,17,1,0,0,1,0,8,1,1,0,14,10.0,13,1.0,7,11,1,0,1,0,0.0,0.0,0.0,0,0,0,1,45.0,0,1
168,22,2,1,0,2,0,8,1,0,0,13,996.0,24,1.0,8,11,0,0,1,0,0.0,0.0,0.0,0,0,0,1,10.0,0,0
168,27,4,1,0,4,1,8,1,0,0,13,996.0,22,0.0,7,34,0,0,1,0,0.0,1.0,0.0,0,0,0,0,,0,1
168,32,2,1,0,2,1,8,1,1,0,51,10.0,13,1.0,7,11,0,0,0,0,0.0,0.0,0.0,0,0,0,1,20.0,0,0
168,42,2,0,0,2,0,8,1,0,1,13,996.0,24,1.0,7,34,0,0,1,0,0.0,0.0,0.0,0,0,0,0,,0,1
168,47,5,1,1,5,1,8,1,1,1,12,996.0,13,0.0,7,35,1,1,1,0,1.0,1.0,0.0,0,0,0,1,30.0,0,1
168,57,3,1,0,3,1,8,1,0,1,12,996.0,13,0.0,7,34,1,1,1,0,1.0,1.0,0.0,0,0,0,0,,0,1
168,67,1,0,0,1,0,8,1,0,1,12,996.0,22,1.0,7,34,1,1,1,0,0.0,0.0,0.0,0,0,0,1,50.0,0,1
168,76,1,0,0,1,0,8,1,0,0,13,996.0,22,1.0,95,11,1,0,1,0,0.0,0.0,0.0,0,0,0,0,,0,1
168,81,1,0,0,1,0,8,1,1,0,13,996.0,13,1.0,7,34,0,0,1,0,0.0,0.0,0.0,0,0,0,1,25.0,1,1
168,91,1,1,0,1,0,8,1,0,1,11,996.0,13,1.0,7,34,1,1,1,0,1.0,0.0,0.0,0,0,0,1,30.0,0,0
168,96,3,1,1,3,1,8,1,1,1,13,996.0,24,1.0,7,34,1,1,1,0,0.0,0.0,0.0,0,0,0,0,,0,1
168,101,2,1,0,2,0,8,1,0,1,12,996.0,13,1.0,7,34,0,1,1,0,1.0,1.0,1.0,0,0,1,1,100.0,0,1
168,106,4,0,0,3,0,8,1,0,1,11,996.0,13,0.0,7,34,0,1,1,1,1.0,0.0,1.0,0,0,1,0,,0,1
169,2,6,2,2,6,0,8,2,1,0,51,996.0,13,0.0,7,34,1,1,1,0,1.0,1.0,1.0,0,0,0,1,260.0,1,1
169,8,3,1,0,3,1,8,2,0,0,41,120.0,24,0.0,8,11,1,0,1,0,0.0,0.0,0.0,0,0,0,1,20.0,1,0
169,13,3,1,0,3,1,8,2,0,0,51,90.0,24,0.0,8,11,0,0,1,0,1.0,0.0,0.0,0,0,0,1,15.0,1,1
169,19,5,1,1,5,1,8,2,1,0,42,120.0,24,0.0,8,11,0,0,1,0,1.0,0.0,0.0,0,0,0,1,40.0,1,0
169,25,6,1,0,6,3,8,2,0,0,32,90.0,24,1.0,8,11,0,0,0,0,1.0,0.0,0.0,0,0,0,1,40.0,0,0
169,30,6,2,0,6,0,8,2,0,0,32,60.0,24,0.0,7,11,0,0,1,0,1.0,0.0,0.0,0,0,0,1,60.0,1,1
169,36,5,0,0,5,1,8,2,1,0,32,90.0,24,0.0,8,11,0,0,1,0,1.0,1.0,0.0,0,0,0,1,130.0,0,0
169,42,4,2,0,4,1,8,2,0,0,32,5.0,24,0.0,8,11,0,0,1,0,1.0,0.0,0.0,0,0,0,1,60.0,1,0
169,48,2,1,0,2,1,8,2,0,0,42,60.0,24,1.0,8,11,0,0,0,0,1.0,0.0,0.0,0,0,0,1,20.0,0,0
169,53,4,1,0,4,1,8,2,1,0,42,120.0,24,0.0,8,34,1,0,1,0,1.0,0.0,0.0,0,0,0,1,80.0,1,0
169,59,3,0,0,3,1,8,2,0,0,42,60.0,24,0.0,8,11,0,0,1,0,1.0,0.0,0.0,0,0,0,1,30.0,0,0
169,65,3,0,0,3,0,8,2,0,0,32,90.0,24,0.0,8,11,0,0,1,0,1.0,0.0,0.0,0,0,0,1,35.0,1,1
169,70,3,1,1,3,0,8,2,1,0,32,60.0,24,0.0,8,11,1,0,0,0,1.0,0.0,0.0,0,0,0,1,30.0,1,0
169,76,2,1,0,2,0,8,2,0,0,31,60.0,24,0.0,8,11,0,0,0,0,1.0,0.0,0.0,0,0,0,1,30.0,1,0
169,82,6,1,0,5,1,8,2,0,0,32,60.0,24,0.0,8,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,70.0,1,0
169,87,6,1,0,6,1,8,2,0,0,32,60.0,24,0.0,8,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,80.0,1,0
169,93,6,2,2,6,1,8,2,1,0,32,60.0,24,0.0,8,11,0,0,0,0,0.0,0.0,0.0,0,0,0,1,30.0,1,0
169,99,4,0,0,4,1,8,2,0,0,32,30.0,24,0.0,8,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,30.0,1,0
169,104,2,1,0,2,0,8,2,0,0,32,10.0,24,0.0,8,11,0,0,1,0,1.0,0.0,0.0,0,0,0,1,40.0,1,0
169,110,3,0,0,3,0,8,2,1,0,42,30.0,24,0.0,8,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,10.0,1,0
169,116,4,1,0,4,1,8,2,0,0,32,180.0,24,0.0,8,11,1,0,0,0,1.0,0.0,0.0,0,0,0,1,40.0,1,0
169,121,2,0,0,2,0,8,2,0,0,42,60.0,13,0.0,7,34,1,0,1,0,1.0,0.0,0.0,0,0,0,1,30.0,1,1
170,1,2,1,1,2,0,8,2,1,0,32,180.0,24,1.0,8,34,1,1,1,0,1.0,0.0,0.0,0,0,0,1,50.0,1,0
170,8,3,1,0,3,1,8,2,0,0,32,60.0,24,0.0,8,34,1,0,1,0,1.0,0.0,0.0,0,0,0,1,30.0,0,0
170,16,9,3,0,7,1,8,2,0,0,32,60.0,24,0.0,8,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,90.0,1,0
170,24,4,0,0,4,0,8,2,1,0,32,120.0,24,0.0,8,11,0,0,1,0,1.0,0.0,0.0,0,0,0,1,110.0,1,0
170,31,4,1,0,4,1,8,2,0,0,32,120.0,24,0.0,8,11,0,0,1,0,1.0,0.0,0.0,0,0,0,1,30.0,0,0
170,39,2,0,0,2,0,8,2,0,0,32,60.0,24,0.0,8,11,0,0,0,0,1.0,0.0,0.0,0,0,0,1,20.0,1,0
170,46,6,2,1,6,0,8,2,1,0,32,120.0,24,0.0,8,11,1,0,0,0,1.0,0.0,0.0,0,0,0,1,40.0,1,0
170,54,5,1,0,5,2,8,2,0,0,42,120.0,24,1.0,8,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,30.0,0,0
170,61,9,2,0,8,2,8,2,0,0,42,20.0,24,0.0,8,11,1,0,0,0,1.0,0.0,0.0,0,0,0,1,60.0,1,0
170,69,3,1,1,3,1,8,2,1,0,32,10.0,24,1.0,8,11,1,0,0,0,1.0,0.0,0.0,0,0,0,1,20.0,1,0
170,76,6,1,0,4,1,8,2,0,0,32,45.0,24,0.0,8,11,1,0,0,0,1.0,0.0,0.0,0,0,0,1,20.0,0,0
170,84,4,1,0,4,1,8,2,0,0,32,45.0,24,1.0,8,11,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0
170,91,3,0,0,3,0,8,2,1,0,32,60.0,24,0.0,8,11,1,0,0,0,1.0,1.0,0.0,0,0,0,1,300.0,1,0
170,99,4,1,0,4,0,8,2,0,0,32,80.0,24,0.0,8,11,0,0,0,0,1.0,0.0,0.0,0,0,0,1,30.0,1,0
170,107,6,1,0,6,1,8,2,0,0,32,30.0,24,0.0,8,11,0,0,0,0,1.0,0.0,0.0,0,0,0,1,90.0,1,0
170,114,7,4,0,7,0,8,2,0,0,32,60.0,24,0.0,8,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,60.0,1,0
170,122,7,2,1,4,0,8,2,1,0,32,60.0,24,0.0,8,11,0,0,0,0,1.0,0.0,0.0,0,0,0,1,80.0,1,0
170,129,2,0,0,2,0,8,2,0,0,32,30.0,24,0.0,8,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,100.0,1,0
170,137,6,1,0,6,2,8,2,0,0,42,30.0,24,0.0,7,11,0,0,0,0,1.0,0.0,0.0,0,0,0,1,40.0,1,0
170,144,6,1,1,6,2,8,2,1,0,32,30.0,24,0.0,8,11,1,1,0,0,1.0,0.0,0.0,0,0,0,1,60.0,1,0
170,152,4,0,0,3,0,8,2,0,0,32,10.0,24,1.0,8,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,40.0,1,0
170,159,7,2,0,7,1,8,2,0,0,32,30.0,24,0.0,8,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,200.0,1,0
171,2,11,1,1,11,4,8,2,1,0,13,996.0,13,0.0,8,34,0,0,1,0,1.0,0.0,0.0,0,0,0,1,150.0,1,1
171,5,3,1,0,3,0,8,2,0,0,13,996.0,24,1.0,8,11,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0
171,8,3,1,0,3,0,8,2,0,0,13,996.0,24,1.0,7,11,0,0,0,0,0.0,0.0,0.0,0,0,0,1,20.0,0,0
171,11,5,1,1,5,2,8,2,1,0,13,996.0,24,0.0,8,11,0,0,1,0,0.0,0.0,0.0,0,0,0,1,30.0,0,1
171,14,6,2,0,5,0,8,2,0,0,13,996.0,24,0.0,8,34,0,0,1,0,1.0,0.0,0.0,0,0,0,0,,1,1
171,17,2,0,0,1,0,8,2,0,0,14,30.0,24,0.0,8,11,1,0,0,0,1.0,0.0,0.0,0,0,0,0,,1,0
171,20,4,0,1,4,0,8,2,1,0,14,15.0,24,0.0,8,34,1,0,1,0,1.0,1.0,0.0,0,0,0,1,150.0,0,1
171,23,6,2,0,6,1,8,2,0,0,13,996.0,24,0.0,8,11,0,0,1,0,0.0,0.0,0.0,0,0,0,1,40.0,0,1
171,26,4,1,0,4,0,8,2,0,0,14,20.0,24,0.0,8,11,0,0,1,0,1.0,0.0,0.0,0,0,0,1,20.0,0,1
171,29,3,0,1,3,0,8,2,1,0,14,30.0,24,0.0,7,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,100.0,0,1
171,32,4,1,0,4,1,8,2,0,0,13,996.0,24,1.0,8,11,0,0,1,0,0.0,0.0,0.0,0,0,0,0,,0,0
171,35,3,1,0,3,1,8,2,0,0,14,180.0,24,0.0,8,11,0,0,1,0,1.0,0.0,0.0,0,0,0,1,40.0,1,0
171,38,3,0,0,3,0,8,2,1,0,13,996.0,24,0.0,8,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,100.0,1,0
171,41,3,1,0,3,1,8,2,0,0,13,996.0,13,0.0,7,34,0,0,1,0,0.0,0.0,0.0,0,0,0,1,10.0,0,1
171,44,5,0,0,5,1,8,2,0,0,14,30.0,24,0.0,7,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,60.0,0,1
171,47,4,1,0,4,2,8,2,0,0,13,996.0,24,1.0,7,11,0,0,0,0,0.0,0.0,0.0,0,0,0,1,10.0,1,0
171,50,1,0,1,1,0,8,2,1,0,14,20.0,13,1.0,7,34,1,0,1,0,1.0,0.0,0.0,0,0,0,0,,0,1
171,53,3,0,0,3,1,8,2,0,0,13,996.0,13,1.0,7,34,1,0,1,0,1.0,0.0,0.0,0,0,0,0,,0,1
171,56,6,1,0,6,0,8,2,0,0,14,20.0,24,0.0,8,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,30.0,1,1
171,59,3,1,0,3,0,8,2,1,0,14,30.0,24,0.0,7,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,30.0,1,0
171,62,6,2,0,6,1,8,2,0,0,14,30.0,13,1.0,8,34,1,0,1,0,1.0,0.0,0.0,0,0,0,1,60.0,1,1
171,65,5,0,0,5,0,8,2,0,0,13,996.0,24,0.0,8,11,0,0,1,0,1.0,0.0,0.0,0,0,0,1,30.0,0,0
172,2,6,0,1,5,2,8,2,1,0,31,15.0,13,0.0,7,34,1,0,1,0,0.0,1.0,0.0,0,0,0,0,,0,1
172,20,4,0,0,4,0,8,2,0,0,32,10.0,24,0.0,8,11,0,0,1,0,0.0,0.0,0.0,0,0,0,1,20.0,0,0
172,29,3,1,0,3,0,8,2,1,0,32,60.0,24,0.0,8,11,0,0,0,0,0.0,0.0,0.0,0,0,0,1,25.0,0,0
172,38,9,1,0,9,1,8,2,0,0,32,10.0,24,0.0,8,11,0,0,1,0,0.0,0.0,0.0,0,0,0,1,20.0,0,0
172,47,2,0,0,2,0,8,2,0,0,32,30.0,24,0.0,8,11,0,0,0,0,0.0,0.0,0.0,0,0,0,1,30.0,0,0
172,56,3,1,0,3,1,8,2,1,0,32,15.0,24,0.0,8,11,0,0,0,0,1.0,0.0,0.0,0,0,0,1,20.0,1,0
172,65,3,1,0,3,0,8,2,0,0,42,15.0,24,0.0,8,11,0,0,0,0,1.0,0.0,0.0,0,0,0,1,60.0,0,0
172,74,3,1,0,2,1,8,2,0,0,42,60.0,96,1.0,8,11,0,0,0,0,0.0,0.0,0.0,0,0,0,1,10.0,0,0
172,83,1,0,1,1,0,8,2,1,0,42,10.0,24,1.0,95,11,0,0,1,0,0.0,0.0,0.0,0,0,0,1,30.0,0,0
172,92,1,0,0,1,0,8,2,0,0,42,5.0,24,0.0,8,11,0,0,1,0,1.0,0.0,0.0,0,0,0,1,10.0,0,0
172,101,2,0,0,2,0,8,2,0,0,32,5.0,24,0.0,8,11,1,0,0,0,1.0,0.0,0.0,0,0,0,0,,0,0
172,110,1,0,0,1,0,8,2,1,0,32,30.0,24,0.0,8,11,0,0,0,0,0.0,0.0,0.0,0,0,0,1,10.0,0,0
172,119,4,2,0,3,0,8,2,0,0,32,30.0,24,0.0,8,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,70.0,1,1
172,128,3,0,0,3,0,8,2,0,0,31,30.0,24,0.0,8,11,0,0,1,0,0.0,0.0,0.0,0,0,0,1,10.0,0,0
172,137,6,1,0,6,1,8,2,0,0,31,10.0,24,0.0,8,11,0,0,1,0,1.0,0.0,0.0,0,0,0,1,40.0,1,0
172,145,4,1,1,4,1,8,2,1,0,32,20.0,13,0.0,8,34,1,0,1,0,1.0,0.0,0.0,0,0,0,1,20.0,1,1
172,154,4,1,0,4,2,8,2,0,0,32,20.0,24,1.0,8,11,0,0,1,0,1.0,0.0,0.0,0,0,0,1,40.0,0,0
172,172,6,1,0,6,1,8,2,1,0,32,30.0,24,0.0,8,34,0,0,1,0,1.0,0.0,0.0,0,0,0,1,85.0,0,1
172,181,3,1,0,3,1,8,2,0,0,32,45.0,24,1.0,8,11,1,0,1,0,0.0,0.0,0.0,0,0,0,1,15.0,0,1
172,190,3,1,0,3,1,8,2,0,0,32,10.0,24,1.0,7,34,0,1,1,0,1.0,0.0,0.0,0,0,0,1,30.0,0,0
173,4,3,1,1,3,0,8,2,1,0,42,30.0,24,0.0,8,11,1,0,1,0,0.0,0.0,0.0,0,0,0,1,40.0,0,0
173,9,3,1,0,3,1,8,2,0,0,42,80.0,24,1.0,8,11,0,0,0,0,0.0,0.0,0.0,0,0,0,1,20.0,0,0
173,15,2,0,0,2,0,8,2,0,0,42,60.0,96,1.0,8,11,1,0,0,0,0.0,0.0,0.0,0,0,0,1,30.0,0,0
173,20,5,2,0,4,1,8,2,1,0,42,120.0,31,,8,11,0,0,0,0,0.0,0.0,0.0,0,0,0,1,20.0,0,0
173,26,8,1,0,8,1,8,2,0,0,42,60.0,96,1.0,8,34,1,0,1,0,0.0,0.0,0.0,0,0,0,1,50.0,0,0
173,31,4,1,0,4,0,8,2,0,0,42,30.0,24,0.0,8,11,0,0,1,0,0.0,0.0,0.0,0,0,0,1,20.0,0,0
173,37,6,1,1,6,0,8,2,1,0,43,30.0,24,1.0,8,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,65.0,0,0
173,43,8,3,0,8,2,8,2,0,0,42,60.0,24,0.0,8,34,1,0,1,0,0.0,0.0,0.0,0,0,0,1,90.0,0,1
173,48,5,1,0,5,1,8,2,0,0,42,30.0,24,0.0,8,11,0,0,1,0,1.0,0.0,0.0,0,0,0,1,30.0,1,1
173,54,7,2,1,7,2,8,2,1,0,43,30.0,24,1.0,8,11,0,0,1,0,1.0,0.0,0.0,0,0,0,1,50.0,1,0
173,65,18,2,0,18,7,8,2,0,0,42,30.0,31,,8,11,0,0,1,0,1.0,0.0,0.0,0,0,0,1,20.0,1,1
173,70,7,0,1,7,0,8,2,1,0,42,40.0,24,1.0,8,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,80.0,1,0
173,76,4,1,0,4,1,8,2,0,0,42,30.0,24,1.0,8,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,40.0,1,1
173,81,2,1,0,2,0,8,2,0,0,32,180.0,24,1.0,8,11,0,0,1,0,0.0,0.0,0.0,0,0,0,0,,0,0
173,87,8,3,0,8,1,8,2,0,0,32,60.0,24,1.0,8,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,80.0,0,0
173,92,1,0,0,1,0,8,2,1,0,42,130.0,96,1.0,8,11,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0
173,98,5,0,0,5,0,8,2,0,0,42,30.0,24,0.0,8,11,0,0,1,0,0.0,0.0,0.0,0,0,0,1,20.0,1,0
173,104,5,0,0,5,0,8,2,0,0,42,60.0,24,0.0,8,11,1,0,1,0,1.0,0.0,0.0,0,0,0,1,10.0,0,1
173,109,5,2,1,5,1,8,2,1,0,32,30.0,24,1.0,8,11,1,0,0,0,1.0,0.0,0.0,0,0,0,1,50.0,1,0
173,115,1,0,0,1,0,8,2,0,0,42,30.0,24,0.0,7,11,0,0,1,0,0.0,0.0,0.0,0,0,0,1,20.0,0,0
173,120,6,2,0,3,1,8,2,0,0,32,30.0,22,0.0,7,34,1,1,1,0,1.0,0.0,0.0,0,0,0,0,,1,1
174,4,3,1,1,3,0,8,2,1,0,43,15.0,24,1.0,8,11,0,0,0,0,0.0,0.0,0.0,0,0,0,1,10.0,0,1
174,12,5,1,0,5,1,8,2,0,0,32,60.0,24,0.0,8,11,0,0,0,0,1.0,0.0,0.0,0,0,0,1,20.0,0,0
174,20,4,1,0,4,2,8,2,0,0,43,45.0,24,0.0,8,11,0,0,0,0,0.0,0.0,0.0,0,0,0,1,10.0,0,0
