DHSID,DHSCLUST,All_Population_Count_2010,All_Population_Count_2015,All_Population_Density_2010,All_Population_Density_2015,Aridity,BUILT_Population_2014,Drought_Episodes,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Global_Human_Footprint,Growing_Season_Length,ITN_Coverage_2010,ITN_Coverage_2015,Malaria_2010,Malaria_2015,Nightlights_Composite,Potential_Evapotranspiration,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_2010,Rainfall_2015,Travel_Times
TZ201500000303,303,12990.10352,15215.96484,41.34878373,48.43392036,6037.970429999999,2.27e-06,4.0,2928.416667,2922.666667,36.31635389,8.0,0.437440349,0.553729147,0.076518927,0.072464926,0.0,1566.4381720000001,40317.620839999996,127020.4961,59002.65486,811.8181818,1021.0,243.95430109999998
TZ201500000304,304,14222.7998,16659.88281,45.27257786,53.03005401,6592.171196,9.88e-05,4.0,2889.333333,2871.5,26.72899729,8.0,0.457159941,0.574260301,0.09603702199999999,0.113565493,0.0,1531.902174,11586.76125,111617.48,62205.85868,928.25,1129.75,197.80706519999998
TZ201500000305,305,19079.76367,22349.08984,60.73277402,71.13936243,6387.701897,0.0,4.0,3046.833333,3059.25,23.84594595,8.0,0.434231549,0.550012434,0.081375531,0.067869655,0.0,1548.04878,32925.60676,96203.41343,49668.864030000004,796.3,1144.5,325.4688347
TZ201500000306,306,8377.986328,9813.558594,26.66795875,31.23752719,5330.94086,4.11e-05,4.0,2968.125,2889.5,22.5672043,8.0,0.45485683600000004,0.579931666,0.08564490400000001,0.059101007000000004,0.0,1767.3817199999999,96082.19876,59020.847310000005,3813.62725,774.4,956.2,310.49731180000003
TZ201500000307,307,17810.68359,20862.55469,56.69316666,66.40757409,6187.78877,0.00015622,4.0,2904.5,2893.7,34.64438503,8.0,0.43909453600000004,0.556007864,0.07010483,0.061854772,0.0,1549.588235,61690.3001,100655.9817,26239.072959999998,821.3333332999999,1030.777778,173.4652406
TZ201500000308,308,27142.902339999997,31793.85352,86.39854155,101.202979,6239.69086,8.32e-06,4.0,3059.111111,3060.444444,30.66037736,8.0,0.443378192,0.561861184,0.075741179,0.056842942,0.0,1574.80914,75597.7381,81156.14718,14415.027390000001,834.2,1018.9,217.4758065
TZ201500000309,309,21808.96094,25545.9375,69.42007875,81.31524458,5511.136364,0.000107136,4.0,2874.333333,2895.777778,29.72459893,8.0,0.44965307299999996,0.574382308,0.075304883,0.084776589,0.0,1791.4946519999999,82844.64837000001,120584.2281,18150.07345,706.3333332999999,777.2222222,194.1524064
TZ201500000310,310,17806.26367,20857.375,56.67909762,66.39108662,5834.509383,8.49e-05,4.0,3208.5,3155.916667,26.29490617,8.0,0.431511226,0.548526208,0.077258221,0.076941643,0.0,1621.313673,61749.75595,121351.5728,42043.15505,853.9090909,1075.272727,277.2359249
TZ201500000311,311,1363.481812,1597.11499,108.5024351,127.0943727,5931.642857,0.009328771,4.0,2684.0,2709.0,37.0,8.0,0.443881755,0.560266257,0.066612579,0.06478209,0.0,1572.714286,42550.14618,141588.4738,59531.02439,820.0,1005.0,114.2142857
TZ201500000312,312,16031.75,18778.79688,51.03064518,59.77476698,5211.172507,0.0,4.0,3182.0,3198.545455,27.08378378,8.0,0.503005049,0.622469662,0.108054422,0.073429644,0.000388648,1831.312668,70812.44997,36771.15059,49756.20321,774.8,993.3,192.1671159
TZ201500000313,313,12788.00488,14979.234380000002,40.70548378,47.68038391,5319.056452000001,0.0,4.0,3384.8,3351.2,18.40214477,8.0,0.486280373,0.603485846,0.112924434,0.076051615,0.0,1816.685484,49093.4384,68209.48487999999,31911.067389999997,840.4444444000001,1004.555556,330.233244
TZ201500000314,314,2700.159668,3162.833496,8.594875166,10.0676117,6291.477387,0.0,4.0,2585.4,2581.8,21.0,8.0,0.448934481,0.563847814,0.14225494,0.128772838,0.0,1827.2512559999998,19739.773559999998,45665.24721,852.5066865,1080.2,1262.4,238.0251256
TZ201500000315,315,9892.53418,11587.62305,31.48891429,36.88454974,4784.193069,0.00011977,4.0,2417.5,2413.166667,33.26203209,8.0,0.531439499,0.64198047,0.13504228,0.10990150300000001,0.0,1882.3762379999998,19359.20608,66550.60684,503.5501688999999,706.8333332999999,772.3333332999999,209.6831683
TZ201500000316,316,1586.787964,1858.685059,126.27257409999999,147.9094574,5207.928571,0.000550529,4.0,3213.0,3099.0,27.21428571,8.0,0.500875736,0.617663168,0.094978064,0.062046044,0.058841668,1834.785714,56607.37914,57535.08249,38236.93054,809.0,936.0,129.4285714
TZ201500000317,317,16767.22656,19640.29688,1334.293494,1562.925166,5895.714286,0.21584287100000002,4.0,2772.0,2645.0,51.57142857,8.0,0.427489344,0.533974981,0.075988531,0.04486642,1.516619978,1583.5,77769.41167999999,67674.25052999999,29509.384019999998,741.0,959.0,3.5
TZ201500000318,318,20120.98438,23568.72266,1601.177062,1875.539357,5898.25,0.277653602,4.0,2772.0,2645.0,54.75,8.0,0.45211353299999996,0.564832728,0.092886858,0.056273755,2.629193536,1585.4375,77237.72508999999,68640.07908,28036.95985,741.0,959.0,1.9375
TZ201500000319,319,5030.213379,5892.142578,400.29166200000003,468.88180830000005,5907.0,0.038398306,4.0,2772.0,2645.0,45.06666667,8.0,0.443623979,0.554606632,0.09294907699999999,0.058913827,0.567657408,1591.0,76445.89613,70149.6235,26296.47133,741.0,959.0,5.2
TZ201500000320,320,63878.890629999994,74824.5625,203.33282409999998,238.1739797,6101.111999999999,0.005865451,4.0,2863.3,2809.2,34.96533333,8.0,0.44541217,0.559803049,0.079361686,0.053971694,0.105543506,1581.477333,73421.03886,75065.07337,24578.94482,771.5,1007.1,87.76799999999999
TZ201500000321,321,27660.875,32400.58203,88.04729973,103.13425579999999,5873.9732619999995,6.31e-06,4.0,3009.3,2962.5,28.12566845,8.0,0.452476494,0.56942008,0.09330662699999999,0.060923606,0.0,1623.352941,71932.54691,72562.03373,45127.59206,818.8,1112.5,228.85828880000003
TZ201500000322,322,17332.07031,20301.92969,1379.242332,1615.5762320000001,5905.357143,0.227443178,4.0,2772.0,2645.0,57.0,8.0,0.45211353299999996,0.564832728,0.092886858,0.056273755,2.259815085,1581.5,76374.2612,69504.2698,28460.181539999998,741.0,959.0,1.571428571
TZ201500000323,323,9021.092773,10566.86133,717.8757535,840.8841068,7267.4375,0.065266508,5.0,3422.0,3384.0,35.875,9.0,0.492908909,0.71287304,0.24763171399999998,0.148937762,0.5557781629999999,1626.0625,18064.601580000002,17924.131530000002,135028.3881,1195.0,1149.0,224.5625
TZ201500000324,324,26850.99805,31451.92773,85.46938133,100.1145954,6880.794595,0.000622051,5.0,3286.1,3231.9,22.3495935,9.0,0.47949756,0.697874262,0.291791886,0.18168878600000002,0.0,1693.837838,17674.259009999998,21194.83321,126353.0605,1145.8,1298.4,579.4702702999999
TZ201500000325,325,18288.18164,21423.64453,58.21309016,68.19357852,6857.652055,0.00035469999999999995,5.0,3392.1,3306.6,23.12876712,9.0,0.48162552299999994,0.700765392,0.275469494,0.173968569,0.0,1699.405479,11867.59081,21219.10721,113011.5357,1123.818182,1400.363636,639.7643836
TZ201500000326,326,36323.21094,42547.21094,115.62037140000001,135.43197869999997,7057.520548,0.001198753,5.0,3297.1,3200.0,27.95068493,9.0,0.479395955,0.697900937,0.284848179,0.1712405,0.00015301,1665.339726,16707.077380000002,21335.1356,134165.8637,1213.0,1267.666667,368.97808219999996
TZ201500000327,327,36991.64453,43330.17969,117.74806159999999,137.9242457,7875.89071,0.018463989,5.0,3304.3,3161.9,21.86885246,9.0,0.450386511,0.6622755020000001,0.174021085,0.10893154099999999,0.0,1561.377049,15892.6627,44065.05301,59773.18634,1073.6,1413.4,197.920765
TZ201500000328,328,9330.123047,10928.8457,29.69870405,34.78759631,6561.675749,0.0006761930000000001,5.0,3533.3,3479.6,19.6893733,9.0,0.442658303,0.626703931,0.278596367,0.222270795,0.0,1596.93733,68288.49115,42719.373210000005,65168.33542999999,984.5,1280.5,355.1907357
TZ201500000329,329,54886.359379999994,64356.53125,174.7087081,204.8532014,9327.790761,0.014393158,1.0,3474.0,3360.916667,25.04904632,9.0,0.39433646299999997,0.603726765,0.19856643699999998,0.115264416,0.00034343199999999996,1493.0733699999998,4234.901854,18973.70088,10843.67092,1317.666667,1744.9166670000002,198.31793480000002
TZ201500000330,330,65302.375,76491.96875,207.8639155,243.48149869999997,6971.123323999999,0.14466491,1.0,3492.0,3431.6,27.89544236,9.0,0.387509434,0.572318795,0.254963858,0.17999683100000002,0.022014633,1533.442359,36982.626410000004,11594.657720000001,12730.72492,973.4,1289.2,287.5683646
TZ201500000331,331,62958.390629999994,73746.34375,5010.069539,5868.547571,6568.6,0.880180966,1.0,2831.0,2859.0,69.66666667,9.0,0.327118979,0.486526877,0.178183153,0.11815989,1.768740795,1537.333333,35120.45183,15477.18341,3712.9576810000003,846.0,1099.0,6.8
TZ201500000332,332,60838.59375,71263.32031,4841.381463000001,5670.954844,6498.285714,0.7142284940000001,1.0,2359.0,2299.0,62.42857143,9.0,0.355591621,0.5232654379999999,0.21426096600000002,0.14577916300000002,1.5579733930000002,1543.5,35748.06555,18132.19095,2145.174238,898.0,1139.0,9.857142857000001
TZ201500000333,333,74585.3125,87365.54688,5935.3105829999995,6952.329320999999,6613.533332999999,0.924537182,1.0,2359.0,2299.0,66.4,9.0,0.327118979,0.486526877,0.178183153,0.11815989,2.884102885,1531.266667,33807.763080000004,16044.02816,2545.132087,846.0,1099.0,4.466666667
TZ201500000334,334,3214.840088,3765.70459,10.23315383,11.98660999,6614.953488,0.002271616,2.0,2531.0,2515.428571,22.49596774,9.0,0.373499941,0.49624341,0.25269560399999996,0.241186467,0.0,1583.372093,32967.852960000004,3185.591177,1262.576851,1071.857143,1321.4285710000001,220.7596899
TZ201500000335,335,22970.75,26906.79688,73.11816818,85.64699452,6650.828313,0.0026837329999999998,2.0,3041.8,2987.1,23.80733945,9.0,0.386067606,0.552685934,0.301838001,0.21836618600000002,0.0,1546.855422,46729.51465,46558.46435,6401.639354999999,978.1,1311.0,220.8222892
TZ201500000336,336,14079.47559,16492.00195,44.81636273,52.49567264,6763.110512,0.002614815,4.333333333,3627.7,3511.0,20.97304582,9.0,0.402792159,0.574772573,0.301650365,0.232600975,0.0,1554.2129380000001,70294.58533,58592.762389999996,29971.3135,968.7777777999999,1293.666667,291.18059300000004
TZ201500000337,337,18434.18945,21592.89648,58.67784746,68.73232421,5868.679452,0.004882124,4.0,3183.0,3121.583333,22.38082192,9.0,0.496069586,0.66116453,0.290188381,0.293483598,0.00069837,1685.221918,145506.2025,22045.27143,130122.8041,916.8,989.8,322.6246575
TZ201500000338,338,38330.47656,44898.42188,122.0096963,142.91611559999998,8500.825612999999,0.036590474,1.571428571,3252.9,3092.7,32.15258856,10.0,0.40555925600000003,0.60706858,0.17427720300000002,0.105756095,0.0,1520.8528609999998,12137.49634,36833.75595,31641.579169999997,1141.5,1525.8,139.653951
TZ201500000339,339,61839.46875,72706.6875,196.8411426,231.4325742,9317.854447,0.060053300000000004,1.0,3696.3,3542.9,34.40431267,10.0,0.392309025,0.63213902,0.20392911800000002,0.11208298400000001,0.00034343199999999996,1497.463612,2393.986416,33502.56783,18861.22781,1239.5,1604.7,232.0297297
TZ201500000340,340,38908.25781,45737.80469,123.84883119999999,145.5879541,6201.505435,0.001150854,5.0,3492.2,3474.3,22.82880435,10.0,0.43957121,0.676255863,0.34955052,0.174148151,0.0,1598.192935,2988.263114,22891.62072,104747.2764,993.8,1025.6,283.3831522
TZ201500000341,341,35101.52734,41198.21875,111.73163170000001,131.1380032,6783.6440219999995,0.001858061,5.0,3412.2,3327.3,29.35501355,9.0,0.460625471,0.690651382,0.301184416,0.160165891,0.000108417,1659.3641300000002,5575.974748,24603.67664,121901.3244,1164.666667,1137.222222,428.80163039999996
TZ201500000342,342,40693.67969,47666.5625,129.5320055,151.72738080000002,7420.106849,0.003921452,5.0,3234.3,3186.8,24.82240437,9.0,0.408177061,0.599399906,0.236542344,0.168934992,0.0022202429999999998,1553.849315,42884.85079,52775.98302,54298.04464,1006.6,1336.5,149.1972603
TZ201500000343,343,4523.500977000001,5298.604492,359.9687703,421.64954819999997,7479.533332999999,0.194889903,5.0,3139.0,3161.0,35.73333333,9.0,0.37791657,0.567177606,0.16576317,0.10806863800000001,0.42769591,1558.933333,30826.560339999996,51543.704289999994,51828.508630000004,1000.0,1294.0,83.33333333
TZ201500000344,344,46501.05469,54469.03125,3700.436356,4334.507784,4770.0,0.170459886,2.0,2454.0,2535.0,55.42857143,8.0,0.5681499170000001,0.679123117,0.13676597199999999,0.057192352,3.005105537,1730.8,290861.2497,100037.2213,98269.02306,777.0,847.0,4.133333333
TZ201500000345,345,34159.32813,40012.54297,2718.312962,3184.097,4719.857143,0.112636536,2.0,2454.0,2535.0,61.14285714,8.0,0.5808680079999999,0.690280357,0.11305368699999999,0.042841095,1.817419666,1733.5,289510.041,96810.9022,98257.16782999999,777.0,847.0,1.785714286
TZ201500000346,346,29414.99023,34455.26172,93.63082192,109.6745044,4533.240540999999,1.95e-05,2.0,2234.4,2286.4,24.82749326,9.0,0.583052444,0.6943469859999999,0.153284311,0.054084152,0.00024884,1704.6378379999999,268301.8167,93636.81588,76376.71423,740.1,826.4,91.78108108
TZ201500000347,347,35065.67969,41074.19531,111.6175251,130.7432243,4678.657534,5.539999999999999e-05,2.0,2266.8,2390.5,24.59178082,8.0,0.5638649689999999,0.6729068440000001,0.13931565,0.044406988,0.00898528,1707.778082,267299.5984,62355.51565,92775.11839,651.0833332999999,743.1666667000001,137.4136986
TZ201500000348,348,24157.27734,28296.64063,76.89500201,90.07100458,4554.073569,0.000137896,2.0,2050.9,2085.0,20.59128065,8.0,0.542921454,0.656886701,0.115753855,0.036727641,0.0,1721.7765670000001,279496.2528,66206.45916,84707.9013,630.1,696.4,184.25885559999998
TZ201500000349,349,38498.55078,45095.29688,122.5446932,143.5427882,5593.177111999999,0.0,2.0,2396.083333,2558.833333,20.43324251,8.0,0.570320055,0.700479738,0.20123912600000002,0.08815047599999999,0.0,1715.757493,246674.1085,147011.1688,84777.43758,860.5833332999998,805.0833332999999,211.20980930000005
TZ201500000350,350,27065.632810000003,31703.34375,86.15258499,100.91487740000001,5186.532432,0.000113954,2.0,2486.166667,2507.666667,21.71081081,9.0,0.5627510179999999,0.695189974,0.227462737,0.09128638900000001,0.000649532,1702.389189,234604.8346,147154.2181,46933.92268,939.8333332999998,835.0,303.0513514
TZ201500000351,351,33445.97266,39176.95703,106.4618375,124.70412730000001,5126.403794,9.92e-05,2.0,2568.111111,2604.777778,27.00542005,8.0,0.561256656,0.6821246329999999,0.143366524,0.059512275,0.0027235659999999997,1726.2276420000003,284015.1668,114021.9738,107603.1336,804.0,858.0,119.9810298
TZ201500000352,352,31261.5,36618.17188,99.50844507,116.5592612,5129.046322,4.210000000000001e-05,2.0,2436.222222,2491.555556,21.19891008,8.0,0.573774725,0.697733739,0.210971747,0.08527154599999999,0.00229944,1707.3514989999999,256099.5477,128420.4395,68170.57673,853.0,827.0,154.0081744
TZ201500000353,353,7543.155762,8835.678711,600.265263,703.1209712,5586.625,0.031930673,5.0,2753.0,2720.0,24.75,9.0,0.519763868,0.670209407,0.335915774,0.166791335,3.4953689580000002,1663.125,182123.2343,110353.494,39620.16391,1044.0,947.0,463.375
TZ201500000354,354,31747.48633,37187.42969,101.05538759999999,118.37126509999999,5567.07967,0.0002185,5.0,3039.888889,3026.0,27.35714286,9.0,0.531865312,0.682420592,0.38936049100000003,0.192461252,0.011841955,1663.565934,176689.29100000003,117384.69699999999,53115.16789,1064.8,950.7,208.08241759999999
TZ201500000355,355,35842.90625,41984.60938,114.09151409999998,133.6411623,5363.087671,1.4599999999999999e-05,2.0,2766.888889,2715.555556,25.26849315,9.0,0.547420204,0.6893535279999999,0.2717954,0.12482856099999999,0.0,1702.2410960000002,203418.2236,141475.1959,72842.85501,912.6,784.4,243.85753419999998
TZ201500000356,356,32278.26172,37809.15625,102.74489809999999,120.3502822,5261.501354999999,6.8e-06,2.0,2880.666667,2866.25,29.26086957,9.0,0.539628777,0.683454331,0.22097101800000002,0.08945345099999999,0.0008765960000000001,1715.2520329999998,220428.3374,139280.3256,114912.0186,867.5833332999998,854.4166667000002,304.5528455
TZ201500000357,357,38018.15625,44532.58594,121.01554990000001,141.75162360000002,5022.653225999999,4.3e-06,5.0,2947.777778,2936.111111,31.81401617,9.0,0.530835582,0.6803456090000001,0.29217641699999997,0.12703562599999998,0.0,1719.077957,191721.3799,110482.7177,118110.0481,881.1,887.8,274.7741935
TZ201500000358,358,21652.26953,25362.39453,68.92131450000001,80.73100916,4997.153225999999,1.05e-05,5.0,3092.333333,3032.222222,20.35483871,9.0,0.5116485,0.672657451,0.347473462,0.18251740100000002,0.0,1709.725806,158588.2222,76082.35051,128455.339,918.6,907.7,772.9784946000001
TZ201500000359,359,15617.37402,18293.41797,49.71164547,58.22975792,4930.411443999999,6.65e-05,5.0,3304.7,3291.8,20.513661199999998,9.0,0.499341721,0.6604885429999999,0.32154383,0.169534121,0.0,1742.207084,168785.0591,71682.69194,150968.5835,966.6,983.8,863.8337875
TZ201500000360,360,8914.797852,10442.35254,709.4170723999999,830.9760121,5376.2,0.043737833,2.0,2862.0,2876.0,36.4,9.0,0.541222909,0.6819677940000001,0.22974619300000002,0.104704201,1.5154084030000001,1692.2,204467.6666,134061.7375,91004.8941,970.0,905.0,111.4
TZ201500000361,361,80960.21875,94832.78906,257.70438019999995,301.8621429,5475.989101,0.0032542079999999998,2.0,2554.090909,2579.0,25.71117166,9.0,0.5541297510000001,0.6932033390000001,0.215336732,0.093504821,0.493102119,1712.2888280000002,219015.9928,146552.7229,95412.53335,845.3,826.6,206.6185286
TZ201500000362,362,15524.80859,18184.99219,1235.4250140000001,1447.115699,5512.285714,0.066958868,2.0,2601.0,2576.0,34.0,9.0,0.559726111,0.702574825,0.20569455600000003,0.091268122,3.2481615789999996,1701.785714,209394.4025,138196.6284,92374.37538,883.0,859.0,107.3571429
TZ201500000363,363,48543.54297,56861.50781,154.51889640000002,180.9958008,5062.495913000001,3.14e-06,4.625,2953.1,2945.7,31.65395095,9.0,0.5406216770000001,0.6878084790000001,0.294018328,0.133194596,0.0,1707.692098,192225.3159,117747.4305,102138.645,833.3,814.9,230.43324249999998
TZ201500000364,364,24088.08789,28215.5918,76.67476515,89.81301814,6782.245945999999,0.001960696,-9999.0,3670.5555560000003,3666.777778,27.38918919,12.0,0.387085814,0.596864074,0.29549799600000004,0.080346022,0.009035334,1590.9729730000001,39926.1717,43933.684,39495.460419999996,1119.2,1070.3,170.1756757
TZ201500000365,365,23776.11719,27850.16602,75.68173157,88.64983176,6291.19891,0.000491278,-9999.0,3599.5,3418.1,24.74114441,11.0,0.454354583,0.690113347,0.173591995,0.05729059400000001,0.0,1565.188011,18664.58764,18168.54834,16155.019530000001,1004.090909,915.7272727,504.2942779
TZ201500000366,366,32243.26563,37768.16406,102.6335021,120.2198,6749.616848000001,0.001085787,-9999.0,3708.5555560000003,3648.666667,24.29891304,11.0,0.40204147,0.6178468420000001,0.24017443,0.059555275,0.016640216,1558.138587,30597.97932,29540.545019999998,24206.48581,1110.0,1050.7,221.36314359999997
TZ201500000367,367,34872.74219,40848.19922,111.003386,130.0238564,12419.00617,0.002245914,-9999.0,3802.6,3790.2,37.6,14.0,0.406411636,0.591489713,0.17776962699999999,0.120504192,0.02489848,1533.691358,50029.21991,80477.10893999999,1657.02229,2052.75,2291.0,57.969135800000004
TZ201500000368,368,33770.48438,39557.07031,107.49479040000001,125.9140655,8343.095368,0.00019146,-9999.0,3706.2,3617.7,22.05722071,11.0,0.39217401,0.592272141,0.29366824,0.11480656300000001,0.000442101,1584.689373,53116.65561,66387.60084,36438.26838,1269.1,1364.1,190.3188011
TZ201500000369,369,1012.1459960000001,1185.5776369999999,3.221760768,3.7738108269999997,8363.464286,5.920000000000001e-05,-9999.0,3622.0,3502.0,-9999.0,10.0,0.48950576,0.6817235970000001,0.23173764300000002,0.11125052699999999,0.0,1548.714286,98291.28856,8279.477789,0.0,1193.0,1444.0,170.6071429
TZ201500000370,370,37907.92969,44403.46875,120.66468789999999,141.3406308,8404.201863,0.001192135,-9999.0,3263.125,3155.875,31.88489209,10.0,0.462604885,0.659995616,0.229290687,0.106749049,0.00274946,1539.031056,77018.48143,30377.70995,4538.8595350000005,1140.5714289999999,1328.714286,136.8012422
TZ201500000371,371,48380.19531,56670.16797,153.9989446,180.38674719999997,8284.423912999999,0.000979419,-9999.0,3294.4,3189.1,31.98830409,10.0,0.456736481,0.657383436,0.22847436,0.10424184800000001,0.000618363,1528.714674,71202.17071,35731.55179,10149.948059999999,1140.111111,1338.111111,179.03804350000001
TZ201500000372,372,6547.339844,7669.229492,521.0207501,610.2978917,8415.1875,0.002313145,-9999.0,3512.0,3518.0,21.875,12.0,0.421091502,0.618013759,0.1802641,0.083511554,0.153071617,1484.625,77777.93002,52246.718069999995,17972.050740000002,1278.0,1406.0,130.25
TZ201500000373,373,80995.49219,94874.10938,257.81665899999996,301.99366960000003,8827.10929,0.0005637390000000001,-9999.0,3679.3,3708.2,27.45081967,12.0,0.41626852,0.610970114,0.181302377,0.08785774,0.015956654,1506.76776,80279.15602000001,54590.53947999999,16411.506409999998,1291.0,1486.833333,126.84699450000001
TZ201500000374,374,27427.82813,32127.597660000003,87.3054885,102.26531949999999,5924.605479,0.008617589,5.0,3452.8,3353.6,27.229508199999998,10.0,0.48319410700000004,0.706143165,0.35555952799999996,0.155321732,0.0,1573.063014,25011.05615,45526.47565,77309.95882999999,1054.727273,1047.0,247.2438356
TZ201500000375,375,15126.1875,17718.06641,48.14815022,56.39835702,6302.493261,0.000631242,5.0,3290.6,3192.3,24.70350404,10.0,0.526096917,0.728060285,0.392422404,0.167003444,0.001254437,1555.215633,77558.36757999999,54077.53211,27814.16492,1070.0,1140.1,171.8760108
TZ201500000376,376,39732.76563,46200.94922,126.47332109999999,147.0621889,5827.808625,0.003533053,5.0,3578.4,3550.0,33.22162162,10.0,0.535048613,0.7984169090000001,0.167292595,0.103087604,0.016293071,1550.0997300000001,6690.1912409999995,52745.92991,34785.888889999995,1100.5,918.3,272.2264151
TZ201500000377,377,53108.73047,62276.65625,169.0503395,198.2327536,5949.544236,0.0009505210000000001,5.0,3693.8,3651.6,24.008042899999996,10.0,0.385311964,0.5993417679999999,0.277463977,0.151372449,0.00062879,1564.410188,8822.588014,17694.01447,45723.76644,1035.3,974.0,511.02412869999995
TZ201500000378,378,55033.51172,64463.52734,175.1771085,205.1937805,5803.697548,0.0013854479999999998,5.0,3821.3,3683.5,26.64577657,10.0,0.470979441,0.710237362,0.178068797,0.110171986,0.024438176000000002,1552.7057220000002,14741.6344,43894.74551,39168.00673,1107.2,940.9,317.7711172
TZ201500000379,379,63181.25,74007.39063,5027.804124,5889.321022,13235.86667,0.229479273,-9999.0,3737.0,3842.0,-9999.0,14.0,0.379354774,0.556252258,0.143276095,0.10626059800000001,1.486993987,1542.8,36488.81266,93981.42645,778.6591568,1966.0,2140.0,8.2
TZ201500000380,380,17878.92969,20942.49219,1422.760019,1666.5505759999999,12858.26667,0.057462125999999995,-9999.0,3853.0,4014.0,50.73333333,14.0,0.379354774,0.556252258,0.143276095,0.10626059800000001,0.452548726,1530.933333,33787.761860000006,96689.83691,4688.444252,2047.0,2082.0,8.2
TZ201500000381,381,14541.50195,17054.11328,46.28703831,54.28492857,8000.460916,3.45e-05,-9999.0,4266.583333,4261.666667,31.02695418,14.0,0.350296515,0.593865544,0.369327477,0.153482437,0.0,1610.792453,3238.35703,66037.69436000001,23606.39616,1310.2,1364.4,174.509434
TZ201500000382,382,33261.21875,38960.54297,105.87374750000001,124.01526000000001,7631.384195999999,0.000934325,-9999.0,3573.8,3625.5,34.6875,12.0,0.378849892,0.581741628,0.31314353899999997,0.11297623300000001,0.025518462999999998,1613.6158039999998,35256.36365,66142.12456,48051.50982,1230.3,1201.4,189.5449591
TZ201500000383,383,25603.33203,29990.47461,81.49793704,95.46264559999999,6116.352459000001,0.000351378,-9999.0,4056.75,3957.75,23.24863388,11.0,0.398083491,0.606947161,0.265716871,0.075362317,0.0,1605.1748630000002,21439.15878,29690.72067,35685.04013,1065.5,958.25,378.2377049
TZ201500000384,384,29418.882810000003,34459.82422,93.64321239,109.6890273,6477.2513659999995,0.0001927,-9999.0,3718.5,3706.3,23.67847411,11.0,0.407549207,0.627043231,0.249006748,0.056283355,0.002238706,1605.3251369999998,10760.347109999999,10917.48359,9240.816049,1093.111111,1034.777778,289.1530055
TZ201500000385,385,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,9.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,121702.8431,85716.36202,0.0,-9999.0,-9999.0,-9999.0
TZ201500000386,386,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,10.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,122043.1384,109869.7233,0.0,-9999.0,-9999.0,-9999.0
TZ201500000387,387,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,9.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,113929.8936,88349.79974,0.0,-9999.0,-9999.0,-9999.0
TZ201500000388,388,48427.32031,56725.36719,154.14894819999998,180.5624517,6156.354839,0.000735922,2.0,2832.857143,2735.714286,35.696969700000004,9.0,0.631084277,0.743097463,0.21342954,0.10449665,0.0076845740000000004,1623.4976960000001,164915.172,85545.55539,1285.2032960000001,1048.833333,1112.0,72.64976959
TZ201500000389,389,44929.90625,52628.66797,143.0163334,167.5222531,5572.382514,0.00052995,2.0,2703.1,2660.5,33.07650273,9.0,0.54544497,0.65041158,0.19954659100000002,0.07907238,0.0,1641.669399,190645.3155,66680.22148,28713.719289999997,1090.181818,1159.181818,211.8746594
TZ201500000390,390,56475.38281,66152.46875,4494.168169,5264.2462,6746.142856999999,0.109289289,2.0,1700.0,1585.0,69.78571429,10.0,0.601375081,0.7158100829999999,0.21124474699999998,0.105674475,1.676415805,1600.357143,171207.5042,112288.6242,2099.0027760000003,1101.0,1168.0,7.428571429
TZ201500000391,391,117979.4688,138195.2969,9388.507821,10997.23231,6854.0714290000005,0.526405369,2.0,2220.0,2222.0,64.14285714,10.0,0.517484571,0.615845946,0.19834148899999998,0.10020460199999999,4.932847087,1594.785714,166373.5287,109868.8561,2097.100786,1101.0,1168.0,7.714285714
TZ201500000392,392,4513.250977000001,5286.599121,359.15310120000004,420.6941911,6330.857143,0.0,2.0,3223.0,3016.0,38.4,9.0,0.61415054,0.7290412559999999,0.25668931,0.124578446,0.0,1623.5714289999999,175648.0121,105674.7809,11276.42609,1053.0,1109.0,26.07142857
TZ201500000393,393,44725.58203,52389.33203,142.3659493,166.7604232,5321.772973,0.000192852,2.0,2696.5,2654.2,31.39130435,9.0,0.565598516,0.6715235740000001,0.21004219100000002,0.081247695,0.006090188000000001,1644.7486490000001,199581.185,83348.58979,27415.2802,988.2,1082.4,124.0108108
TZ201500000394,394,23814.37891,27894.98438,75.8035224,88.79249303,5116.046196,3.5799999999999996e-05,2.0,2495.8,2564.9,23.79619565,9.0,0.5592899060000001,0.6866616609999999,0.216377003,0.08189730099999999,0.0,1690.230978,243211.4663,137464.5177,42100.58695,974.6666667000002,946.6666667000002,234.48097830000003
